id,state,lga,facility_name,corrected_facility_name,validated_state
1333,Cross river,Odukpani,CHC OKONYONG,,
1334,Cross river,Ogoja,Ogoja General Hospital,,
1335,Cross river,Yala,Lutheran Hospital Yahe,,
1336,Cross river,Yakurr,PHC EKORI,,
1337,Cross river,Yakurr,PHC NKO,,
1338,Delta,OSHIMILI SOUTH/IKA SOUTH LGA,Federal Medical Centre Asaba,Federal Medical Centre Asaba,Delta
1339,Delta,ANIOCHA SOUTH,General Hospital Ogwashi Uku,General Hospital Ogwashi Uku,Delta
1340,Delta,BOMADI LGA,Our Lady Of The Water Primary Health Centre,Our Lady Of The Water Primary Health Centre,Delta
1341,Delta,BOMADI/WARRI SOUTH/UGHELLI NORTH,Warri Central Hospital,Warri Central Hospital,Delta
1342,Delta,ETHIOPE EAST,Eku Tuberculosis and Leprosy Control Unit,Eku Tuberculosis and Leprosy Control Unit,Delta
1343,Delta,ETHIOPE WEST,Eku Tuberculosis and Leprosy Control Unit,Eku Tuberculosis and Leprosy Control Unit,Delta
1344,Delta,IKA SOUTH,Central Hospital Agbor,Central Hospital Agbor,Delta
1345,Delta,IKA SOUTH,Central Hospital Agbor,Central Hospital Agbor,Delta
1346,Delta,NDOKWA WEST/UGHELLI NORTH/UKUANI/ETHIOPE EAST,Ughelli Central Hospital,Ughelli Central Hospital,Delta
1347,Delta,NDOKWA WEST,CENTRAL HOSPITAL KWALE,Kwale General Hospital,Delta
1348,Delta,ETHIOPE EAST/UVWIE,Eku Tuberculosis and Leprosy Control Unit,Eku Tuberculosis and Leprosy Control Unit,Delta
1349,Delta,OSHIMILI SOUTH/ANIOCHA SOUTH,Federal Medical Centre Asaba,Federal Medical Centre Asaba,Delta
1350,Delta,OSHIMILI SOUTH,Federal Medical Centre Asaba,Federal Medical Centre Asaba,Delta
1351,Delta,BOMADI/UGHELLI NORTH,Our Lady Of The Water Primary Health Centre,Our Lady Of The Water Primary Health Centre,Delta
1352,Delta,SAPELE,Sapele Central Hospital,Sapele Central Hospital,Delta
1353,Delta,UVWIE/WARRI SOUTH/UGHELLI NORTH,Warri Central Hospital,Warri Central Hospital,Delta
1354,Delta,UGHELLI NORTH,Ughelli Central Hospital,Ughelli Central Hospital,Delta
1355,Delta,UGHELLI NORTH/BOMADI,Ughelli Central Hospital,Ughelli Central Hospital,Delta
1356,Delta,UKWANI,Obiaruku General Hospital,Obiaruku General Hospital,Delta
1357,Delta,UVWIE,NAVY HOSPITAL EFFURUN,"Nigerian Navy Hospital, Effurun",Delta
1358,Delta,WARRI SOUTH,Sapele Central Hospital,Sapele Central Hospital,Delta
1359,Delta,Warri South,Warri Central Hospital,Warri Central Hospital,Delta
1360,Delta,Ukwuani,Obiaruku General Hospital,Obiaruku General Hospital,Delta
1361,Delta,Bomadi,Our Lady Of The Water Primary Health Centre,Our Lady Of The Water Primary Health Centre,Delta
1362,Delta,ANIOCHA NORTH,GENERAL HOSPITAL ISSELE-UKU,General Hospital Issele Uku,Delta
1363,Delta,ANIOCHA NORTH,GENERAL HOSPITAL ONICHA-OLONA,Onicha Olona Government Hospital.,Delta
1364,Delta,ANIOCHA NORTH,PHC ONICHA UGBO,,
1365,Delta,ANIOCHA NORTH,PHC UBULUBU,,
1366,Delta,ANIOCHA NORTH,PHC IDUMUJE UNOR,,
1367,Delta,ANIOCHA SOUTH,GENERAL HOSPITAL OGWASHI-UKU,General Hospital Ogwashi Uku,Delta
1368,Delta,ANIOCHA SOUTH,PHC UBULU-UKU,,
1369,Delta,ANIOCHA SOUTH,PHC EJEMEN-ANIOGOR,,
1370,Delta,ANIOCHA SOUTH,PHC UBULU-OKITI,,
1371,Delta,ANIOCHA SOUTH,GENERAL HOSPITAL ISHEAGU,General Hospital Issele Uku,Delta
1372,Delta,BOMADI,GENERAL HOSPITAL BOMADI,Bomadi General Hospital  Bomadi,Delta
1373,Delta,BOMADI,PHC OGBEINAMA,,
1374,Delta,BOMADI,PHC OGO-EZE,,
1375,Delta,BOMADI,PHC KPAKIAMA,,
1376,Delta,BOMADI,OUR LADY OF THE WATERS BOMADY,,
1377,Delta,BOMADI,PHC EKAMETAGBENE,,
1378,Delta,BOMADI,PHC OKOLOBA,,
1379,Delta,BOMADI,PHC OGODOBIRI,,
1380,Delta,BOMADI,PHC AKUGBENE,,
1381,Delta,BOMADI,PHC ESANMA,,
1382,Delta,BURUTU,GENERAL HOSPITAL BURUTU,Burutu Government Hospital,Delta
1383,Delta,BURUTU,GOVERNMENT HOSPITAL OJOBO,Ojobo Government Hospital,Delta
1384,Delta,BURUTU,PHC AYAKOROMO,,
1385,Delta,BURUTU,PHC TORUGBENE,,
1386,Delta,BURUTU,ISLAND CLINIC & MATERNITY OGULAGHA,TRIUMPHANT KING CLINIC &MATERNITY,Delta
1387,Delta,BURUTU,GOVERNMENT HOSPITAL FORCADOS,Forcados Government Hospital,Delta
1388,Delta,BURUTU,GOVERNMENT HOSPITAL KIAGBODO,Kiagbodo Government Hospital,Delta
1389,Delta,BURUTU,PHC OKPOKUNOU,,
1390,Delta,BURUTU,PHC OKRIKA,,
1391,Delta,BURUTU,PHC EGODOR,,
1392,Delta,BURUTU,PHC ODIMODI,,
1393,Delta,BURUTU,PHC TAMIGBE,,
1394,Delta,BURUTU,PHC OGBOGBAGBENE,,
1395,Delta,BURUTU,PHC OBOTEBE,,
1396,Delta,BURUTU,PHC SOKEBOLOR,,
1397,Delta,BURUTU,PHC GBEKEBOR,,
1398,Delta,BURUTU,PHC ENEKOROGHA,,
1399,Delta,BURUTU,PHC TUOMO,,
1400,Delta,BURUTU,PHC OBORO,,
1401,Delta,ETHIOPE EAST,TBL REFERRAL CENTRE EKU,,
1402,Delta,ETHIOPE EAST,PHC OKPARA INLAND,,
1403,Delta,ETHIOPE EAST,GOVERNMENT HOSPITAL ABRAKA,Government Hospital Abraka,Delta
1404,Delta,ETHIOPE EAST,COTTAGE HOSPITAL ERHOIKE,Erhoike Cottage Hospital,Delta
1405,Delta,ETHIOPE EAST,CH ERHOIKE,,
1406,Delta,ETHIOPE EAST,GOVERNMENT HOSPITAL ISIOKOLO,Ojobo Government Hospital,Delta
1407,Delta,ETHIOPE EAST,GOVERNMENT BAPTIST HOSPITAL EKU,Burutu Government Hospital,Delta
1408,Delta,ETHIOPE WEST,GENERAL HOSPITAL OGHARA,General Hospital Oghara,Delta
1409,Delta,ETHIOPE WEST,PHC JESSE,,
1410,Delta,ETHIOPE WEST,GOVERNMENT HOSPITAL MOSOGAR,Ozoro Governmentl Hospital,Delta
1411,Delta,ETHIOPE WEST,PHC EDJEMUONYAVWE,,
1412,Delta,ETHIOPE WEST,GH OGHARA,,
1413,Delta,IKA NORTH EAST,GENERAL HOSPITAL OWA-OYIBU,Owa-Oyibu General Hospital,Delta
1414,Delta,IKA NORTH EAST,GENERAL HOSPITAL UMUNEDE,Umutu  General Hospital,Delta
1415,Delta,IKA NORTH EAST,GENERAL HOSPITAL OWA-ALERO,Owa-Alero Government Hospital,Delta
1416,Delta,IKA NORTH EAST,PHC BOJI-BOJI OWA,,
1417,Delta,IKA NORTH EAST,GH UMUNEDE,,
1418,Delta,IKA NORTH EAST,OWA ALERO,,
1419,Delta,IKA NORTH EAST,PHC OWA-OYIBU,,
1420,Delta,IKA SOUTH,"DOTS CLINIC, SCHOOL OF NURSING AGBOR",,
1421,Delta,IKA SOUTH,MODEL PHC CENTRE AGBOR,Agbor Model Primary Health Centre,Delta
1422,Delta,IKA SOUTH,GENERAL HOSPITAL ABAVO,Aboh General Hospital,Delta
1423,Delta,IKA SOUTH,SECHO SPECIALIST HOSPITAL AGBOR,ASABA SPECIALIST HOSPITAL,Delta
1424,Delta,IKA SOUTH,MAY NURSING HOME,May  Nursing Home,Delta
1425,Delta,IKA SOUTH,BC OMODON MEMORIAL HOSPITAL,Okparavero Memorial Hospital,Delta
1426,Delta,IKA SOUTH,OSEDE MEDICAL SERVICES,Nigeria Police Medical Services,Delta
1427,Delta,IKA SOUTH,NKEONYE CLINIC AGBOR,,
1428,Delta,IKA SOUTH,GOD'S GRACE CLINIC EKUKU-AGBOR,Amazing Grace God Clinic,Delta
1429,Delta,ISOKO NORTH,GENERAL HOSPITAL OZORO,Koko General Hospital,Delta
1430,Delta,ISOKO NORTH,GENERAL HOSPITAL OWHELOGBO,Ogbe-Ijoh General Hospital,Delta
1431,Delta,ISOKO NORTH,GH OFAGBE,,
1432,Delta,ISOKO NORTH,PHC ARHADE,,
1433,Delta,ISOKO NORTH,GENERAL HOSPITAL OFAGBE,Oleh General Hospital,Delta
1434,Delta,ISOKO NORTH,EKIUGBO-IYEDE,,
1435,Delta,ISOKO SOUTH,CENTRAL HOSPITAL OLEH,Oleh Central Hospital,Delta
1436,Delta,ISOKO SOUTH,COTTAGE HOSPITAL UZERE,Uzere Cottage  Hospital,Delta
1437,Delta,ISOKO SOUTH,GH OLOMORO,,
1438,Delta,ISOKO SOUTH,PHC UMEH,,
1439,Delta,ISOKO SOUTH,GOVERNMENT HOSPITAL OLOMORO,Olomoro Government Hospital,Delta
1440,Delta,ISOKO SOUTH,GOVERNMENT HOSPITAL AVIARA,Aviara  Government  Hospital,Delta
1441,Delta,ISOKO SOUTH,PHC IDHEZE,,
1442,Delta,NDOKWA EAST,GENERAL HOSPITAL ASHAKA,Aboh General Hospital,Delta
1443,Delta,NDOKWA EAST,PHC ABBOH,,
1444,Delta,NDOKWA EAST,PHC OSSISSA,,
1445,Delta,NDOKWA EAST,PHC OKPAI OLUCHI,,
1446,Delta,NDOKWA EAST,PHC IBREDE,,
1447,Delta,NDOKWA EAST,PHC ABALLA-UNO,,
1448,Delta,NDOKWA EAST,PHC IBEDENI,,
1449,Delta,NDOKWA EAST,PHC INYI,,
1450,Delta,NDOKWA EAST,PHC ISELEGU,,
1451,Delta,NDOKWA EAST,PHC ONYAH,,
1452,Delta,NDOKWA WEST,BREMA HOSPITAL KWALE,Brema Hospital,Delta
1453,Delta,NDOKWA WEST,PHC OGUME,,
1454,Delta,NDOKWA WEST,PHC UTAGBA-UNO,,
1455,Delta,NDOKWA WEST,PHC Ndemili,,
1456,Delta,NDOKWA WEST,PHC ABBI,,
1457,Delta,OKPE,GENERAL HOSPITAL OREROKPE,Orerokpe General Hospital,Delta
1458,Delta,OKPE,PHC OKUABUDE,,
1459,Delta,OKPE,PHC OVIRI OKPE,,
1460,Delta,OKPE,PHC OSUBI,,
1461,Delta,OKPE,PHC OKUOKOKO,,
1462,Delta,OKPE,PHC IWHRIYEN,,
1463,Delta,OKPE,PHC EGBORODE,,
1464,Delta,OKPE,PHC JEDDO,,
1465,Delta,OSHIMILI NORTH,GOVERNMENT HOSPITAL IBUSA,Government Hospital Ibusa,Delta
1466,Delta,OSHIMILI NORTH,GOVERNMENT HOSPITAL AKWUKWU-IGBO,Government Hospital Akwukwu-Igbo,Delta
1467,Delta,OSHIMILI NORTH,CHC ILLAH,,
1468,Delta,OSHIMILI NORTH,PHC OKPANAM,,
1469,Delta,OSHIMILI NORTH,GH AKWUKWO IGBO,,
1470,Delta,OSHIMILI NORTH,PHC UKALA-OKPUNOR,,
1471,Delta,OSHIMILI SOUTH,FMC ASABA,,
1472,Delta,OSHIMILI SOUTH,GENERAL HOSPITAL OKWE,Kwale General Hospital,Delta
1473,Delta,OSHIMILI SOUTH,PHC AKWEBULU,,
1474,Delta,OSHIMILI SOUTH,MODEL PHC ASABA,,
1475,Delta,OSHIMILI SOUTH,ASABA SPECIALIST HOSPITAL,ASABA SPECIALIST HOSPITAL,Delta
1476,Delta,OSHIMILI SOUTH,PHC OKO ANALA,,
1477,Delta,OSHIMILI SOUTH,DIVINE CARE HOSPITAL,Divine Mission Hospital,Delta
1478,Delta,OSHIMILI SOUTH,ICON CLINIC,Icon Clinic,Delta
1479,Delta,OSHIMILI SOUTH,COMFORT KONSULT & SURGERIES,,
1480,Delta,OSHIMILI SOUTH,UPCHRIST CLINIC,Sunrise Clinic,Delta
1481,Delta,OSHIMILI SOUTH,DUVEES HOSPITAL,DSC Hospital,Delta
1482,Delta,OSHIMILI SOUTH,PHC ANWAI,,
1483,Delta,PATANI,GENERAL HOSPITAL PATANI,General Hospital Oghara,Delta
1484,Delta,PATANI,PHC AGOLOMA,,
1485,Delta,PATANI,BULU-ANGIAMA,,
1486,Delta,PATANI,PHC ABARI,,
1487,Delta,PATANI,PHC ADOBU,,
1488,Delta,PATANI,PHC ODORUBU,,
1489,Delta,PATANI,PHC TORU-ANGIAMA,,
1490,Delta,PATANI,PHC UDUOPHORI,,
1491,Delta,PATANI,PHC BULU-APELEBIRI,,
1492,Delta,SAPELE,CENTRAL HOSPITAL SAPELE,Sapele Central Hospital,Delta
1493,Delta,SAPELE,PHC AMUKPE,,
1494,Delta,SAPELE,PHC GANA,,
1495,Delta,SAPELE,URBAN PHC SAPELE,,
1496,Delta,SAPELE,PHC UGBORHEN,,
1497,Delta,SAPELE,PHC OKU OVU,,
1498,Delta,UDU,PHC ALADJA,,
1499,Delta,UDU,PHC ORHUWHORUN,,
1500,Delta,UDU,PHC OGHIOR,,
1501,Delta,UDU,PHC UBOGO,,
1502,Delta,UDU,GH OTOR UDU,,
1503,Delta,UDU,PHC OLERI,,
1504,Delta,UDU,PHC OPETE,,
1505,Delta,UGHELLI NORTH,CENTRAL HOSPITAL UGHELLI,Ughelli Central Hospital,Delta
1506,Delta,UGHELLI NORTH,URBAN PHC UGHELLI,,
1507,Delta,UGHELLI NORTH,PHC UWHERU,,
1508,Delta,UGHELLI NORTH,PHC AGBARHA-OTOR,,
1509,Delta,UGHELLI NORTH,PHC EVWRENI,,
1510,Delta,UGHELLI NORTH,PHC OROGUN,,
1511,Delta,UGHELLI NORTH,PHC ERUEMUKOHWARIEN,,
1512,Delta,UGHELLI NORTH,PHC OFUOMA,,
1513,Delta,UGHELLI NORTH,GENERAL HOSPITAL AGBARHO,Aboh General Hospital,Delta
1514,Delta,UGHELLI NORTH,PHC IWHREKPOKPOR,,
1515,Delta,UGHELLI NORTH,ST STEPHEN'S MEDICAL CENTRE,Shekinah Medical Centre,Delta
1516,Delta,UGHELLI NORTH,TRINITY HOSPITAL UGHELLI,Trinity Hospital,Delta
1517,Delta,UGHELLI NORTH,TAMA MEDICAL CENTRE,Tabowei Medical Centre,Delta
1518,Delta,UGHELLI NORTH,UFUOMA CLINIC,Ufuoma Clinic,Delta
1519,Delta,UGHELLI NORTH,UFOR HOSPITAL,Ufor Hospital,Delta
1520,Delta,UGHELLI NORTH,PHC OTOGOR,,
1521,Delta,UGHELLI SOUTH,PHC OKWAGBE,,
1522,Delta,UGHELLI SOUTH,PHC OPHORIGBALA,,
1523,Delta,UGHELLI SOUTH,GENERAL HOSPITAL OTU-JEREMI,Otu Jeremi General Hospital,Delta
1524,Delta,UGHELLI SOUTH,PHC OKPARE,,
1525,Delta,UGHELLI SOUTH,PHC EGBAREGOLOR,,
1526,Delta,UGHELLI SOUTH,PHC OFRUKAMA,,
1527,Delta,UGHELLI SOUTH,PHC OLOTA,,
1528,Delta,UGHELLI SOUTH,PHC USIEFRUN,,
1529,Delta,UGHELLI SOUTH,PHC EFURUN-OTOR,,
1530,Delta,UGHELLI SOUTH,PHC OTOKUTU,,
1531,Delta,UGHELLI SOUTH,PHC EGBO-IDEH,,
1532,Delta,UGHELLI SOUTH,FLOWAS CLINIC IWHREKAN,,
1533,Delta,UGHELLI SOUTH,PHC EWU,,
1534,Delta,UKWUANI,GENERAL HOSPITAL OBIARUKU,Obiaruku General Hospital,Delta
1535,Delta,UKWUANI,URBAN PHC OBIARUKU,,
1536,Delta,UKWUANI,PHC EBEDEI-UNO,,
1537,Delta,UKWUANI,PHC AMAI,,
1538,Delta,UKWUANI,GOVERNMENT HOSPITAL UMUTU,Government Hospital Umunede,Delta
1539,Delta,UVWIE,GENERAL HOSPITAL EKPAN,Ekpan General Hospital,Delta
1540,Delta,UVWIE,PHC EKPAN 2 (NIGERCAT),,
1541,Delta,UVWIE,BLUE BELL HOSPITAL,,
1542,Delta,UVWIE,JAH ROPHEKA HOSPITAL,Regal Hospital,Delta
1543,Delta,UVWIE,3-H HOSPITAL,DSC Hospital,Delta
1544,Delta,UVWIE,REGAL HOSPITAL,Regal Hospital,Delta
1545,Delta,UVWIE,RHARTEZ HOSPITAL,Radiant Hospital,Delta
1546,Delta,WARRI NORTH,GENERAL HOSPITAL KOKO,Koko General Hospital,Delta
1547,Delta,WARRI NORTH,PHC OPUAMA,,
1548,Delta,WARRI NORTH,PHC OGHAYE,,
1549,Delta,WARRI NORTH,PHC AJAGBODUDU,,
1550,Delta,WARRI NORTH,PHC ABIGBORODO,,
1551,Delta,WARRI SOUTH,CENTRAL HOSPITAL WARRI,Warri Central Hospital,Delta
1552,Delta,WARRI SOUTH,PHC PESSU,,
1553,Delta,WARRI SOUTH,PHC EBOH,,
1554,Delta,WARRI SOUTH,ST GEORGES HOSPITAL,St. Andrew Hospital,Delta
1555,Delta,WARRI SOUTH,FIRST RANK HOSPITAL,First Rank Hospital LTD,Delta
1556,Delta,WARRI SOUTH,SHEPHERD SPECIALIST HOSPITAL,Nirvana Specialist Hospital,Delta
1557,Delta,WARRI SOUTH,MEHSCOPE HOSPITAL & FERTILITY CENTRE,Shepherd Hospital And Fertility Centre,Delta
1558,Delta,WARRI SOUTH,MASCAP HOSPITAL,Mascap Hospital,Delta
1559,Delta,WARRI SOUTH,PHC UBEJI,,
1560,Delta,WARRI SOUTH,PHC OGUNU,,
1561,Delta,WARRI SOUTH,PHC ODE-ITSEKIRI,,
1562,Delta,WARRI SOUTH,PHC AJAMIMOGHA,,
1563,Delta,WARRI SOUTH,PHC UGBOUWANGWE,,
1564,Delta,WARRI SOUTH,PHC EKUREDE-URHOBO,,
1565,Delta,WARRI SOUTH WEST,PHC OGBE-IJOH,,
1566,Delta,WARRI SOUTH WEST,PHC DEGHELE,,
1567,Delta,WARRI SOUTH WEST,PHC ISABA,,
1568,Delta,WARRI SOUTH WEST,PHC OPOROZA,,
1569,Delta,WARRI SOUTH WEST,PHC OGIDIGBEN,,
1570,Delta,WARRI SOUTH WEST,PHC UGBORODO,,
1571,Delta,WARRI SOUTH WEST,PHC OKERENKOKO,,
1572,Delta,WARRI SOUTH WEST,PHC BATEREN,,
1573,Delta,WARRI SOUTH WEST,PHC MADAGHO,,
1574,Delta,WARRI SOUTH WEST,PHC AKPAKPA,,
1575,Delta,WARRI SOUTH WEST,PHC AGOGBORO,,
1576,Delta,WARRI SOUTH WEST,PHC AZAMA,,
1577,Delta,WARRI SOUTH WEST,PHC AJUDAIBO,,
1578,Delta,WARRI SOUTH WEST,PHC BENEKRUKRU,,
