state,lga,ward,facility_uid,facility_code,facility_name,facility_level,ownership,longitude,latitude,physical_location,postal_address,hours_of_operation,hiv_capable,details
Anambra,Oyi,Nkwelle Ezunaka 1,22292146,04/21/1/1/1/0030,The Lords Glory Maternity,Primary,Private,6.80922,6.18781,No 12 Ohaegbu Street 3-3 Onitsha,,24 hrs,,View
Anambra,Oyi,Nkwelle Ezunaka 2,12552305,04/21/1/1/1/0001,Abakpu Health Clinic,Primary,Public,6.85484,6.22418,Oye market square Abakpu Nkwelle  Ezunaka,,24 hrs,,View
Anambra,Oyi,Nkwelle Ezunaka 2,26382405,04/21/1/2/2/0050,Day Star Specialist Hospital And Maternity,Secondary,Private,6.86114,6.20088,No 10 Oliver ifeoma Avenue Mgbuke village Nkwelle-Ezunaka,,24hrs,,View
Anambra,Oyi,Nkwelle Ezunaka 2,42433193,04/21/1/1/2/0065,Divine Favour Maternity,Primary,Private,6.85873,6.21124,Near Amos Best,,24hrs,,View
Anambra,Oyi,Nkwelle Ezunaka 2,47975073,04/21/1/1/1/0017,Nkwelle Model Primary Health Centre,Primary,Public,6.86839,6.20655,"Barr; Gim Abel Oforma Avenue Amuche Village, Nkwelle-Ezunaka",,24 hrs,,View
Anambra,Oyi,Nkwelle Ezunaka 2,51109114,04/21/1/1/1/0018,Nkwelle Primary Health Centre,Primary,Public,6.86229,6.20843,Enugu- Onitsha express by Ejison filling station.,,24 hrs,,View
Anambra,Oyi,Nkwelle Ezunaka 2,35136271,04/21/1/1/1/0022,Oze Nkwelle Ezunaka Primary Health Centre,Primary,Public,6.84717,6.18073,Oze Village Nkwelle-Ezunaka,,24hrs,,View
Anambra,Oyi,Nteje ward 1,17056399,04/21/1/1/2/0036,His Grace maternity,Primary,Private,6.9218834,6.2613517,Odokwe  Umuefi village Nteje,,24 hrs,,View
Anambra,Oyi,Nteje ward 1,67131543,04/21/1/1/2/0069,Miracle  Maternity Home,Primary,Private,6.92275,6.26049,Ajacent Umuevi Town Hall Nteje,,24hrs,,View
Anambra,Oyi,Nteje ward 1,53979336,04/21/1/1/2/0046,Ndubuisi Maternity,Primary,Private,6.9317085,6.2572834,Opposite Oyi LGA Secetariate,,24 hrs,,View
Anambra,Oyi,Nteje ward 1,12665657,04/21/1/1/1/0030,Nteje Maternal and Child Health,Primary,Public,6.93256,6.25884,Oyi LGA Headquarters Nteje,,8 am - 4pm,,View
Anambra,Oyi,Nteje ward 2,20607835,04/21/1/1/1/0053,Amadiaba Health Clinic Nteje,Primary,Public,6.917051,6.2678193,Ama-Umuani in Amadiaba Village Nteje,,12 hrs,,View
Anambra,Oyi,Nteje ward 2,46088837,04/21/1/1/2/0064,God's Home Maternity,Primary,Private,6.91366,6.26525,Near Ugwuna-adagbe Primay School,,24hrs,,View
Anambra,Oyi,Nteje ward 3,87552216,04/21/1/1/1/0049,Ikenga Health Clinic,Primary,Public,6.9246,6.26576,,,24hrs,,View
Anambra,Oyi,Nteje ward 3,76822577,04/21/1/1/2/0018,Mother of Mercy Hospital and Maternity,Secondary,Private,6.9209,6.25458,,,24hrs,,View
Anambra,Oyi,Nteje ward 4,21617586,04/21/1/1/1/0002,Achallagu Health Clinic,Primary,Public,6.94337,6.28247,Achallagu Nteje village Hall,,24 hrs,,View
Anambra,Oyi,Nteje ward 4,48726267,04/21/1/1/1/0019,Nteje Primary Health Centre,Primary,Public,6.92756,6.26123,Opposite New Era Sec. School Nteje,,24hrs,,View
Anambra,Oyi,Nteje ward 4,16604845,04/21/1/1/2/0055,Ogoo Maternity,Primary,Private,6.9250206,6.2549229,Ama-Akpu-Agwa Village Nteje,,24 hrs,,View
Anambra,Oyi,Nteje ward 4,43705793,04/21/1/2/2/0067,St Mary Hospital/Maternity,Secondary,Private,6.93341,6.25613,Ugwungbolo road Achallauno Nteje,,24 hrs,,View
Anambra,Oyi,Nteje ward 5,54158079,04/21/1/1/1/0054,Ifite-Nteje Primary Health Center,Primary,Public,6.4228697,6.2534969,Orukabi Village Ifite  Nteje,,,,View
Anambra,Oyi,Ogbunike 1,61484969,04/21/1/1/1/0012,Ifite Ogbunike Primary Health Center,Primary,Public,6.89857,6.17094,Okolo Mesike Ifite Ogbunike,,24 hrs,,View
Anambra,Oyi,Ogbunike 1,69856341,04/21/1/2/2/0058,St Augustine Hospital,Secondary,Private,6.89191,6.16207,Umueri village Ogbunike,,24 hrs,,View
Anambra,Oyi,Ogbunike 2,41092404,04/21/1/1/2/0057,Akachukwu Maternity,Primary,Private,6.87339,6.16554,IIlo- Ngbada Azu-Ogbunike,,24 hrs,,View
Anambra,Oyi,Ogbunike 2,38097183,04/21/1/1/1/0027,Azu Ogbunike Primary Health Center,Primary,Public,6.87089,6.16551,IIlo- Ngbada Azu-Ogbunike,,24hrs,,View
Anambra,Oyi,Ogbunike 2,18459847,04/21/1/1/2/0041,Ify Maternity,Primary,Private,6.8626471,6.16466,"Ndiagu Ifite Village, Azu- Ogbnike",,24 hrs,,View
Anambra,Oyi,Ogbunike 2,44280882,04/21/1/1/1/0025,Ogbunike Primary Health Centre,Primary,Public,6.89171,6.16474,Ogbunike Town hall,,24 hrs,,View
Anambra,Oyi,Umunya 1,13901759,04/21/1/1/2/0005,Beatrice Hospital Umunya,Secondary,Private,6.90458,6.21772,Opposite Hadis Umunya,,24hrs,,View
Anambra,Oyi,Umunya 1,18392683,04/21/1/1/2/0068,Divine Sphere Hospital,Secondary,Private,,,,,,,View
Anambra,Oyi,Umunya 1,53608700,04/21/1/1/1/0039,Obinetiti Umunya primary Health  Clinic,Primary,Public,6.9073889,6.2177821,Aguocha Primary School  Obinetiti Umunya,,10  hrs,,View
Anambra,Oyi,Umunya 1,62833331,04/21/1/2/1/0052,Umunya Comprehensive Health Center (NAUTH),Secondary,Public,6.91126,6.20925,Ajapkani  Village Umunya,,24 hrs,,View
Anambra,Oyi,Umunya 2,34729192,04/21/1/1/1/0040,Umunya Primary Health Center,Primary,Public,6.91607,6.19948,Ukunu village square Umunya,,24 hrs,,View
Bauchi,Alkaleri,Alkaleri East,58517265,05/01/1/1/1/0028,Gorondo Primary Health Care Center,Primary,Public,10.46473,10.24497,,,24 Hours,,View
Bauchi,Alkaleri,Alkaleri West,34828060,05/01/1/1/1/0062,1st Sarauniyan Bauchi Primary Health Clinic,Primary,Public,10.26529,10.31443,,,,,View
Bauchi,Alkaleri,Alkaleri West,47738502,05/01/1/2/1/0001,Alkaleri General Hospital,Secondary,Public,10.31441,10.26527,,,,,View
Bauchi,Alkaleri,Alkaleri West,66118643,05/01/1/1/1/0001,Alkaleri Health Post,Primary,Public,10.33044,10.26774,,,,,View
Bauchi,Alkaleri,Alkaleri West,28952244,05/01/1/1/2/0065,Alkaleri People's Clinic,Primary,Private,,,,,,,View
Bauchi,Alkaleri,Alkaleri West,27164752,05/01/1/1/1/0002,Alkaleri Town primary Health care centre,Primary,Public,,,,,,,View
Bauchi,Alkaleri,Birim/Gigyara,62208922,05/01/1/1/1/0004,Badaran Dutse Health Post,Primary,Public,10.13148,10.01453,,,8 Hours,,View
Bauchi,Alkaleri,Birim/Gigyara,29136017,05/01/1/1/1/0005,Bajama Primary Health Care centre,Primary,Public,10.06841,9.95716,,,24 Hours,,View
Bauchi,Alkaleri,Birim/Gigyara,31875390,05/01/1/1/1/0009,Birim Primary Health clinic,Primary,Public,10.08474,10.00181,,,24 Hours,,View
Bauchi,Alkaleri,Birim/Gigyara,73240894,05/01/1/1/1/0057,Gacci Primary Health Clinic,Primary,Public,9.86844,9.92337,,,24 Hours,,View
Bauchi,Alkaleri,Birim/Gigyara,48646501,05/01/1/1/1/0061,Gayar Health Post,Primary,Public,10.13712,9.96473,Near /opposite Juma at Mosque,,8 Hours,,View
Bauchi,Alkaleri,Birim/Gigyara,55986981,05/01/1/1/1/0025,Gigyara  Primary Health Clinic,Primary,Public,9.91979,9.88299,Near 0ld village Head Gigyara,,24 Hours,,View
Bauchi,Alkaleri,Birim/Gigyara,84794576,05/02/1/1/1/0043,Jamda Health Post,Primary,Public,9.87473,9.88619,opposite Jamda Primary School,,8 Hours,,View
Bauchi,Alkaleri,Birim/Gigyara,28243555,05/01/1/1/1/0059,Yankari primary Health Centre,Primary,Public,10.35995,9.90521,Opposite Mesium/ Conference Hall,,8 Hours,,View
Bauchi,Alkaleri,Dan,40391725,05/01/1/1/1/0011,Dan Primary Health Clinic,Primary,Public,10.17502,9.87496,Near  village Head Dan,,24 Hours,,View
Bauchi,Alkaleri,Dan,38814799,05/01/1/1/2/0001,Duguri Health Clinic,Primary,Private,10.18418,9.96405,Along Duguri Road,,24 Hours,,View
Bauchi,Alkaleri,Dan,51413401,05/01/1/1/1/0041,Kunkar Primary Health  Clinic,Primary,Public,10.10145,9.9237,,,24 Hours,,View
Bauchi,Alkaleri,Dan,52783588,05/01/1/1/1/0055,Yelwan Duguri Model Primary Health care Center,Primary,Public,10.18385,9.96003,Along Duguri Road,,24 Hours,,View
Bauchi,Alkaleri,Futuk East,84858589,05/01/1/1/1/0016,Futuk Primary Health Care Center,Primary,Public,10.90213,9.82958,,,,,View
Bauchi,Alkaleri,Futuk West,48997407,05/01/1/1/1/0023,Garin Hamza  Primary Health Care Center,Primary,Public,10.93488,9.87972,Near  Garin Hamza Primary school,,24 Hours,,View
Bauchi,Alkaleri,Gar,44370913,05/01/1/1/1/0058,Badakoshi  Primary Health Clinic,Primary,Public,10.17219,10.12119,,,24 Hours,,View
Bauchi,Alkaleri,Gar,69403434,05/01/1/1/1/0008,Bartak Health Post,Primary,Public,10.10714,10.08262,,,8 Hours,,View
Bauchi,Alkaleri,Gar,62692514,05/01/1/1/1/0015,Fanti Primary Health Clinic,Primary,Public,10.27784,10.07014,Near  Fanti  Primary school,,24 Hours,,View
Bauchi,Alkaleri,Gar,68028618,05/01/1/1/1/0021,Gangar Primary Health Clinic,Primary,Public,10.14703,10.05441,,,24 Hours,,View
Bauchi,Alkaleri,Gar,32532080,05/01/1/1/1/0022,Gar Primary Health care Center,Primary,Public,10.26762,10.07264,Along Yankarii Road,,24 Hours,,View
Bauchi,Alkaleri,Gar,36057465,05/01/1/1/1/0030,Guruntun Health Post,Primary,Public,10.16093,10.01035,,,8 Hours,,View
Bauchi,Alkaleri,Gar,72626402,05/01/1/1/1/0066,Yelwan Darazo Primary Health Clinic,Primary,Public,,,,,,,View
Bauchi,Alkaleri,Gwana,13436176,05/01/1/1/1/0026,Gobirawa Primary Health Clinic,Primary,Public,10.95443,9.70133,,,,,View
Bauchi,Alkaleri,Gwana,25706245,05/01/1/1/1/0031,Gwana Primary Health Care Center,Primary,Public,10.77083,9.65923,behind Maltumbi,,24 hrs,,View
Bauchi,Alkaleri,Gwaram A,61713492,05/01/1/1/1/0032,Gwaram Primary Health care Center,Primary,Public,10.28648,10.23823,Alone Alkaleri Road,,24hrs,,View
Bauchi,Alkaleri,Gwaram A,40297221,05/01/1/1/1/0038,Kufa Primary Health Clinic,Primary,Public,10.34966,10.19862,Kufa Jalingo,,24hrs,,View
Bauchi,Alkaleri,Gwaram B,68071230,05/01/1/1/1/0027,Gokaru Primary Health care center,Primary,Public,10.18347,10.17947,Oppsite GokaruPrimary Shool,,24hrs,,View
Bauchi,Alkaleri,Gwaram B,31717195,05/01/1/1/1/0029,Guma primary Health Clinic,Primary,Public,10.18318,10.14107,Alone Yankari Road,,24hrs,,View
Bauchi,Alkaleri,Gwaram B,60540457,05/01/1/1/1/0036,Kaciciya Primary Health clinic,Primary,Public,10.26811,10.12146,24hrs,,24hrs,,View
Bauchi,Alkaleri,Kungibar,62842889,05/01/1/1/1/0003,Badaran Lungu Health Post,Primary,Public,10.30521,10.06062,A lone Bakin Kogi Road,,24hrs,,View
Bauchi,Alkaleri,Kungibar,86480900,05/01/1/1/1/0018,Galen Duguri Primary Health Clinic,Primary,Public,10.33873,10.05508,24hrs,,,,View
Bauchi,Alkaleri,Kungibar,48370804,05/01/1/1/1/0046,Mainamaji Primary Health Clinic,Primary,Public,10.28545,10.05454,Oppsite Mainamaji Primary Shool,,8 hrs,,View
Bauchi,Alkaleri,Kungibar,55546480,05/01/1/1/1/0050,Shira Primary Health Care Center,Primary,Public,10.28268,10.05414,Oppsite Mainamaji Primary Shool,,24hrs,,View
Bauchi,Alkaleri,Lim Kundak,23466101,05/01/1/1/1/0020,Gamu Primary Health Clinic,Primary,Public,9.90631,9.748553,Gambo Gamu house,,24hrs,,View
Bauchi,Alkaleri,Lim Kundak,79819078,05/01/1/1/1/0039,Kumbala Primary Health Clinic,Primary,Public,10.04085,9.89271,24hrs,,24hrs,,View
Bauchi,Alkaleri,Lim Kundak,53499903,05/01/1/1/1/0040,Kundak Primary Health Care Center,Primary,Public,9.90029,9.79525,Near Primary Shool Kundak,,24hrs,,View
Bauchi,Alkaleri,Lim Kundak,66723391,05/01/1/1/1/0047,Mundamiyo Primary Health Clinic,Primary,Public,9.99097,9.84628,24hrs,,24hrs,,View
Bauchi,Alkaleri,Maimadi,86056137,05/01/1/1/1/0034,Jada Health Post,Primary,Public,10.73192,9.99398,,,8 hrs,,View
Bauchi,Alkaleri,Maimadi,64301369,05/01/1/1/1/0043,Kwaimawa Primary Health Clinic,Primary,Public,10.71824,10.17647,Barambu Road,,24hrs,,View
Bauchi,Alkaleri,Maimadi,77071363,05/01/1/1/1/0044,Mai-Ari primary health Clinic,Primary,Public,10.68266,10.01675,24hrs,,24hrs,,View
Bauchi,Alkaleri,Maimadi,76877136,05/01/1/1/1/0045,Maimadi PrimaryHealth Care Center,Primary,Public,10.78859,10.16875,24hrs,,24hrs,,View
Bauchi,Alkaleri,Mansur,79753548,05/01/1/1/1/0019,Galen Mansur  Primary Health Clinic,Primary,Public,10.65963,9.62403,24hrs,,24hrs,,View
Bauchi,Alkaleri,Mansur,27812129,05/01/1/1/1/0056,Mansur  Primary Health Care Center,Primary,Public,10.63158,9.55948,,,24 Hours,,View
Bauchi,Alkaleri,Pali East,18033562,05/01/1/1/1/0024,Garin Na Allah Primary Health Clinic,Primary,Public,10.61512,10.22239,,,24 Hours,,View
Bauchi,Alkaleri,Pali East,19638215,05/01/1/1/1/0037,Katarko Primary  Health Clinc,Primary,Public,10.62773,10.13035,,,,,View
Bauchi,Alkaleri,Pali East,18011668,05/01/1/1/1/0056,Pali Primary Health Care Centre,Primary,Public,10.51403,10.08627,,,24 Hours,,View
Bauchi,Alkaleri,Pali East,55934729,05/01/1/1/1/0056,Tumuru Health Post,Primary,Public,10.46634,10.14108,,,8 Hours,,View
Bauchi,Alkaleri,Pali West,87076500,05/01/1/1/1/0006,Bakin Kogi Model Primary Health Care Centre,Primary,Public,10.35112,10.07446,,,,,View
Bauchi,Alkaleri,Pali West,82138016,05/01/1/1/1/0013,Doka Health Post,Primary,Public,10.28769,10.08155,,,8 Hours,,View
Bauchi,Alkaleri,Yalo 1,57026752,05/01/1/1/1/0007,Baladde Health Post,Primary,Public,10.87191,9.74728,,,8 Hours,,View
Bauchi,Alkaleri,Yalo 1,39330642,05/01/1/1/1/0054,Yalo Primary Health Care Center,Primary,Public,10.81514,9.73762,,,24 Hours,,View
Bauchi,Alkaleri,Yalo 2,83617411,05/01/1/1/1/0056,Alkalerin DigarePrimary  Health Clinic,Primary,Public,10.79244,9.70064,,,24 Hours,,View
Bauchi,Alkaleri,Yalo 2,66620285,05/01/1/1/1/0012,Digare Primary Health Care center,Primary,Public,10.74542,9.65656,,,,,View
Bauchi,Alkaleri,Yuli (Alkaleri),86720404,05/01/1/1/1/0056,Duguri Health post,Primary,Public,10.27388,9.69886,,,,,View
Bauchi,Alkaleri,Yuli (Alkaleri),26081052,05/01/1/1/1/0014,Duguri Primary Health Care Centre,Primary,Public,10.25536,9.69483,opposite Tashan Kubewa Duguri,,24 Hours,,View
Bauchi,Alkaleri,Yuli (Alkaleri),75530225,05/01/1/1/1/0017,Gaji Prmary Health Clinic,Primary,Public,10.19112,9.70236,Opposite  JIBWIS Primary School Gaji,,24 Hours,,View
Bauchi,Alkaleri,Yuli (Alkaleri),57982481,05/01/1/1/1/0042,Kunzung Health Post,Primary,Public,10.16112,9.70643,,,8 Hours,,View
Bauchi,Alkaleri,Yuli (Alkaleri),17951826,05/01/1/1/2/0002,Moscow Health Clinic Gajin Duguri,Primary,Private,10.19295,9.70237,Opposite ECWA Church Gajin Duguri,,24 Hours,,View
Bauchi,Alkaleri,Yuli (Alkaleri),54520626,05/03/1/1/1/0025,Rimi Primary Health Clinc,Primary,Public,10.51258,9.55988,,,24 Hours,,View
Bauchi,Bauchi,Birshi,83084879,05/02/1/1/1/0001,Abubakar Tafabalewa University Health Clinic,Primary,Public,9.79839,10.27865,,,,,View
Bauchi,Bauchi,Birshi,62981875,05/02/1/1/1/0006,Baram Gada Health Clinic,Primary,Public,9.71646,10.19005,,,,,View
Bauchi,Bauchi,Birshi,86645541,05/02/1/2/1/0002,Bayara General Hospital,Secondary,Public,9.73525,10.22481,,,,,View
Bauchi,Bauchi,Birshi,72046671,05/02/1/2/1/0003,Bayara Infectious Diseases Hospital,Secondary,Public,9.73514,10.22449,,,,,View
Bauchi,Bauchi,Birshi,57251412,05/02/1/1/1/0025,Federal Polytechnic Bauchi Health Clinic,Secondary,Public,9.79308,10.26622,,,,,View
Bauchi,Bauchi,Birshi,71132109,05/02/1/1/1/0046,Kadage Health Post (Bauchi),Primary,Public,9.71492,10.19194,,,,,View
Bauchi,Bauchi,Birshi,86407979,05/02/1/1/2/0018,Keffi Clinic,Secondary,Private,9.79474,10.26701,,,,,View
Bauchi,Bauchi,Birshi,42887912,05/02/1/1/1/0067,Lushi Health Post,Primary,Public,9.80006,10.28169,,,,,View
Bauchi,Bauchi,Birshi,83479111,05/02/1/1/2/0095,Wadyum and Wayo Memorial Clinic,Primary,Private,9.79928,10.26785,,,,,View
Bauchi,Bauchi,Birshi,68096300,05/02/1/1/1/0086,Yalwa Domiciliary Maternal and Child Health Clinic,Primary,Public,9.79997,10.28185,,,,,View
Bauchi,Bauchi,Birshi,35865163,05/02/1/1/1/0087,Yalwan Kagadama Primary Health Centre,Primary,Public,9.79293,10.26614,,,,,View
Bauchi,Bauchi,Birshi,17952700,05/02/1/1/1/0090,Yolan Bayara Health Post,Primary,Public,9.73207,10.22508,,,,,View
Bauchi,Bauchi,Dan Amar A,20626743,05/02/1/1/1/0009,Bayan Fada Primary Health Care Centre,Primary,Public,9.85003,10.3179,,,,,View
Bauchi,Bauchi,Dan Amar A,21588104,05/02/1/1/1/0018,Doya Primary Health Care Centre,Primary,Public,9.85173545000004,10.31544581,,,,,View
Bauchi,Bauchi,Dan Amar A,15917289,05/02/1/1/1/0023,Fada Primary Health Clinic,Primary,Public,9.84796600000004,10.309698,,,,,View
Bauchi,Bauchi,Dan Amar A,52841520,05/02/1/1/1/0130,Unguwan Alkali Aminu PHC,Primary,Public,,,,,,,View
Bauchi,Bauchi,Dan Amar A,59813480,05/02/1/1/1/0125,Unguwan Alkali Aminu Primary Health Clinic,Primary,Public,,,,,,,View
Bauchi,Bauchi,Dan Amar B,28064479,05/02/1/1/1/0094,Kandahar Primary Health Centre,Primary,Public,,,,,,,View
Bauchi,Bauchi,Dan Amar B,48979741,05/02/1/1/1/0052,Kofar Dumi Primary Health Care Centre,Primary,Public,9.8529,10.30167,,,,,View
Bauchi,Bauchi,Dan Amar B,15311269,05/02/1/1/1/0084,Unguwar Mahaukata Health Clinic,Primary,Public,9.84877605000003,10.29750541,,,,,View
Bauchi,Bauchi,Dan Iya,61448289,05/02/1/2/1/0001,33 Army Brigade Clinic,Secondary,Public,9.81671581000006,10.32276876,,,,,View
Bauchi,Bauchi,Dan Iya,57648402,05/02/1/2/2/0102,Al-bishir Clinik,Secondary,Private,9.79266,10.30926,,,,,View
Bauchi,Bauchi,Dan Iya,69205762,05/02/1/2/2/0101,Al-furqan Clinic,Secondary,Private,9.83104,10.31156,,,,,View
Bauchi,Bauchi,Dan Iya,72700214,05/02/1/2/2/0104,Al-wadata Clinic,Secondary,Private,9.81748,10.31436,,,,,View
Bauchi,Bauchi,Dan Iya,41286424,05/02/1/1/2/0009,Amsad Clinic,Secondary,Private,9.82962000000003,10.30132,,,,,View
Bauchi,Bauchi,Dan Iya,47613794,05/02/1/1/2/0115,Apex Specialist Medicare Hospital,Primary,Private,,,,,,,View
Bauchi,Bauchi,Dan Iya,16563088,05/02/1/2/2/0103,Apple Clinic,Secondary,Private,9.79588,10.30739,,,,,View
Bauchi,Bauchi,Dan Iya,29725557,05/02/1/3/1/0001,ATBU Teaching Hospital Bauchi,Tertiary,Public,9.83150300000005,10.3228310000001,,,,,View
Bauchi,Bauchi,Dan Iya,75895410,05/02/1/3/1/0002,Bauchi Specialist Hospital,Tertiary,Public,9.84215,10.33416,,,,,View
Bauchi,Bauchi,Dan Iya,76084117,05/02/1/2/2/0099,City Specialist Clinic,Secondary,Private,9.82844,10.31001,,,,,View
Bauchi,Bauchi,Dan Iya,32340220,05/02/1/1/1/0024,Federal Low Cost Primary Health Centre,Primary,Public,9.82842309000006,10.2869657800001,,,,,View
Bauchi,Bauchi,Dan Iya,71055489,05/02/1/2/2/0097,Malikiya Hospital,Secondary,Private,9.81396,10.30883,,,,,View
Bauchi,Bauchi,Dan Iya,34954855,05/02/1/2/1/0096,MRS School of Armour,Secondary,Public,9.81936,10.30883,,,,,View
Bauchi,Bauchi,Dan Iya,28174100,05/02/1/1/2/0117,Nagari Medical and Maternity,Primary,Private,,,,,,,View
Bauchi,Bauchi,Dan Iya,20201423,05/02/1/1/2/0098,New Life Clinic,Primary,Private,9.81996,10.28643,,,,,View
Bauchi,Bauchi,Dan Iya,49007810,05/02/1/3/2/0002,Ni'ima Consultant Hospital,Secondary,Private,9.81570000000005,10.29799,,,,,View
Bauchi,Bauchi,Dan Iya,32246871,05/02/1/1/2/0021,Pahlicom Clinic,Secondary,Private,9.82991,10.35548,,,,,View
Bauchi,Bauchi,Dan Iya,16683063,05/02/1/1/1/0074,Police Health Clinic,Primary,Public,9.82718,10.31853,,,,,View
Bauchi,Bauchi,Dan Iya,57125454,05/02/1/1/2/0129,Primier Medicare Specalist Hospital,Primary,Private,,,,,,,View
Bauchi,Bauchi,Dan Iya,17336656,05/02/1/1/2/0121,Primier Medicare Specialist Hospital,Primary,Private,,,,,,,View
Bauchi,Bauchi,Dan Iya,64983576,05/02/1/1/1/0075,Railway Hospital,Secondary,Public,9.84751,10.29322,,,,,View
Bauchi,Bauchi,Dan Iya,14943852,05/02/1/1/2/0024,Reemee Clinic,Secondary,Private,9.82154300000008,10.31375,,,,,View
Bauchi,Bauchi,Dan Iya,43497675,05/02/1/1/1/0094,State Low-Cost Primary Health Care Centre,Primary,Public,9.89353,10.30192,,,,,View
Bauchi,Bauchi,Dan Iya,71405441,05/02/1/1/1/0094,Unguwan Yakubun Bauchi Primary Health Centre,Primary,Public,9.81344,10.28081,,,,,View
Bauchi,Bauchi,Dan Iya,28568642,05/02/1/1/1/0093,Zango Primary Health Centre,Primary,Public,9.83456600000005,10.282791,,,,,View
Bauchi,Bauchi,Dan Iya,87387626,05/02/1/1/2/0120,Zrenie Specalist Medicare Hospital,Primary,Private,,,,,,,View
Bauchi,Bauchi,Dandango,45066290,05/02/1/1/1/0015,Dandango Primary Health Care Centre,Primary,Public,9.83377,10.27875,,,,,View
Bauchi,Bauchi,Dandango,84651065,05/02/1/1/1/0032,Gudum Primary Health Care Centre,Primary,Public,9.85391386000003,10.27036922,,,,,View
Bauchi,Bauchi,Dandango,51067503,05/02/1/1/1/0094,Gwallagan Mayaki Health Post,Primary,Public,9.80802,10.28803,,,,,View
Bauchi,Bauchi,Dandango,49208343,05/02/1/1/1/0050,Kir Primary Health Centre,Primary,Public,9.85396,10.26986,,,,,View
Bauchi,Bauchi,Dandango,31724594,05/02/1/1/1/0068,Ma'As Health Clinic,Primary,Public,9.85176,10.28279,,,,,View
Bauchi,Bauchi,Dankade,35388051,05/02/1/2/2/0105,Al-manzoor Diagnostic Center,Secondary,Private,9.83922,10.31937,,,,,View
Bauchi,Bauchi,Dankade,53656329,05/02/1/1/1/0014,Tashan Babiye Primary Health Care Centre,Primary,Public,9.84236,10.31799,,,,,View
Bauchi,Bauchi,Dawaki,55532555,05/02/1/1/1/0016,Dawaki Primary Health Center,Primary,Public,9.85077140000004,10.32102897,,,,,View
Bauchi,Bauchi,Dawaki,28907312,05/02/1/1/1/0126,Fadaman Mada Primary Health Clinic,Primary,Public,,,,,,,View
Bauchi,Bauchi,Dawaki,81988680,05/02/1/1/2/0014,Fomwan Clinic,Primary,Private,9.85726,10.32729,,,,,View
Bauchi,Bauchi,Dawaki,35660829,05/02/1/1/1/0008,Kofan Ran Primary Health Centre,Primary,Public,9.84713,10.327331,,,,,View
Bauchi,Bauchi,Galambi,68047460,05/02/1/1/1/0003,Badakoshi Primary Health Centre,Primary,Public,9.11533,10.13777,,,,,View
Bauchi,Bauchi,Galambi,41469435,05/02/1/1/1/0017,Dindima Health Post,Primary,Public,10.1467363200001,10.2379569400001,,,,,View
Bauchi,Bauchi,Galambi,33976976,05/02/1/1/1/0026,Galambi Health Post,Primary,Public,10.15977,10.2037100000001,,,,,View
Bauchi,Bauchi,Galambi,22424605,05/02/1/1/1/0042,Jalingo Health Post,Primary,Public,10.149475098,10.1198730470001,,,,,View
Bauchi,Bauchi,Galambi,33796988,05/02/1/1/1/0106,Katsalle Primary Health Centre,Primary,Public,9.17623,10.16498,,,,,View
Bauchi,Bauchi,Galambi,43393853,05/02/1/1/1/0056,Kurwala Health Post,Primary,Public,9.14867,10.23243,,,,,View
Bauchi,Bauchi,Galambi,19453227,05/02/1/1/1/0059,Kwagal Health Post,Primary,Public,9.15181,10.21965,,,,,View
Bauchi,Bauchi,Galambi,79320122,05/02/1/1/1/0094,Pau Health Post,Primary,Public,9.16462,10.19088,,,,,View
Bauchi,Bauchi,Galambi,35460362,05/02/1/1/1/0079,Shafa Primary Health Clinic,Primary,Public,10.1292559300001,10.1540046000001,,,,,View
Bauchi,Bauchi,Galambi,43065662,05/02/1/1/1/0094,Tudun Gambo Primary Health Care Centre,Primary,Public,9.17086,10.17499,,,,,View
Bauchi,Bauchi,Gwaskwaram,85828205,05/02/1/1/1/0094,Gidirgi Primary Health Centre,Primary,Public,9.93402,10.27218,,,,,View
Bauchi,Bauchi,Gwaskwaram,85167015,05/02/1/1/1/0036,Gwaskwaram Primary Health Centre,Primary,Public,9.95717419000005,10.0821903900001,,,,,View
Bauchi,Bauchi,Gwaskwaram,84217734,05/02/1/1/1/0044,Jitar Primary Health Care Centre,Primary,Public,9.93381,10.23934,,,,,View
Bauchi,Bauchi,Gwaskwaram,62113414,05/02/1/1/1/0083,Ungwar Dashi Health Post,Primary,Public,9.95447351000007,10.1942120100001,,,,,View
Bauchi,Bauchi,Hardo,59464948,05/02/1/1/1/0094,Kobi Primary Health Care Center,Primary,Public,9.84099,10.31488,,,,,View
Bauchi,Bauchi,Kangere,58244077,05/02/1/1/1/0004,Balanshi Primary Health Centre,Primary,Public,9.93383,10.27884,,,,,View
Bauchi,Bauchi,Kangere,50018530,05/02/1/1/1/0005,Bamanu Primary Health Centre,Primary,Public,10.0881200000001,10.1769200000001,,,,,View
Bauchi,Bauchi,Kangere,24982399,05/02/1/1/1/0010,Beru Primary Health Centre,Primary,Public,9.93336,10.24503,,,,,View
Bauchi,Bauchi,Kangere,36967044,05/02/1/1/1/0094,Bidolo Health Post,Primary,Public,9.93344,10.24042,,,,,View
Bauchi,Bauchi,Kangere,86831214,05/02/1/1/1/0011,Bishi Primary Health Centre,Primary,Public,9.09092,10.25299,,,,,View
Bauchi,Bauchi,Kangere,15024626,05/02/1/1/1/0048,Kangere Primary Health Care Centre,Primary,Public,9.99655675000002,10.2610029200001,,,,,View
